"V1","V2","V3","V4"
49,9,0,0
24,45,0,1
20,29,0,1
3,22,0,1
35,48,1,0
43,20,0,0
8,10,1,0
22,27,1,1
22,28,1,1
4,39,1,0
23,15,1,1
46,15,1,1
17,29,0,1
35,50,1,1
8,41,1,0
5,17,0,0
29,42,1,0
46,23,1,1
33,40,1,0
28,23,1,1
30,27,0,1
20,10,0,0
23,47,1,0
13,45,0,1
48,36,0,1
24,29,0,1
8,16,1,1
45,15,1,1
25,11,0,1
47,13,0,0
7,32,0,0
36,16,1,1
39,42,0,0
23,26,1,1
31,24,0,0
4,4,1,1
28,48,1,0
4,15,1,1
37,25,0,0
5,38,0,1
43,38,0,1
33,36,1,1
45,18,1,1
1,34,0,0
34,33,0,1
31,32,0,0
45,8,1,1
22,48,1,0
16,32,1,0
34,23,0,1
11,20,1,0
9,4,0,1
23,5,1,0
2,39,1,0
25,18,0,1
8,13,1,0
7,27,0,1
21,10,0,0
39,37,0,0
27,27,1,1
35,5,1,0
36,34,1,0
4,13,1,0
24,28,0,1
43,5,0,0
22,37,1,0
23,31,1,0
50,16,1,1
35,50,1,1
37,14,0,0
35,29,1,1
27,42,1,0
40,32,0,0
31,31,0,0
48,40,0,0
50,21,1,0
29,21,1,0
20,28,0,1
9,32,0,0
40,49,0,0
10,24,0,0
41,18,0,1
25,19,0,1
22,16,1,1
2,48,1,0
30,31,0,0
18,49,1,0
41,11,0,1
26,25,1,0
47,42,0,0
41,6,0,1
50,31,1,0
48,29,0,1
7,47,0,0
17,41,0,0
3,45,0,1
26,12,1,0
49,10,0,0
49,38,0,1
22,47,1,0
12,35,0,1
36,20,1,0
42,5,0,0
41,18,0,1
38,30,1,0
29,32,1,0
50,10,1,0
47,29,0,1
48,5,0,0
46,36,1,1
48,23,0,1
16,8,1,1
11,42,1,0
15,42,1,0
36,11,1,1
17,18,0,1
46,43,1,0
48,17,0,0
47,7,0,0
28,32,1,0
30,6,0,1
2,17,1,0
29,26,1,1
21,50,0,1
34,43,0,0
34,36,0,1
50,42,1,0
36,7,1,0
5,39,0,0
18,12,1,0
36,20,1,0
23,28,1,1
32,23,0,1
13,36,0,1
9,25,0,0
35,40,1,0
1,27,0,1
34,15,0,1
49,46,0,1
12,8,0,1
36,39,1,0
47,3,0,0
4,26,1,1
50,42,1,0
15,15,1,1
22,25,1,0
31,24,0,0
7,40,0,0
31,49,0,0
27,33,1,1
27,18,1,1
42,34,0,0
10,28,0,1
49,1,0,0
8,6,1,1
28,15,1,1
10,28,0,1
42,42,0,0
34,4,0,1
23,44,1,1
20,47,0,0
20,41,0,0
16,18,1,1
15,4,1,1
10,46,0,1
31,1,0,0
40,25,0,0
4,33,1,1
24,23,0,1
43,13,0,0
21,23,0,1
30,4,0,1
41,13,0,0
28,41,1,0
48,50,0,1
45,32,1,0
41,40,0,0
40,6,0,1
8,20,1,0
12,22,0,1
12,10,0,0
23,17,1,0
32,37,0,0
21,11,0,1
40,13,0,0
46,12,1,0
48,34,0,0
21,44,0,1
10,7,0,0
10,38,0,1
49,4,0,1
40,50,0,1
15,26,1,1
31,41,0,0
22,27,1,1
49,48,0,0
15,13,1,0
28,14,1,0
16,20,1,0
7,28,0,1
21,24,0,0
37,40,0,0
39,41,0,0
11,26,1,1
29,35,1,1
48,19,0,1
27,12,1,0
19,4,1,1
10,42,0,0
27,25,1,0
29,4,1,1
40,24,0,0
28,31,1,0
1,25,0,0
18,27,1,1
12,43,0,0
19,22,1,1
24,6,0,1
12,32,0,0
23,32,1,0
34,50,0,1
28,46,1,1
17,1,0,0
38,10,1,0
5,24,0,0
17,28,0,1
13,28,0,1
41,31,0,0
30,6,0,1
39,50,0,1
9,47,0,0
49,6,0,1
37,5,0,0
7,24,0,0
3,41,0,0
31,31,0,0
16,49,1,0
26,40,1,0
5,47,0,0
49,36,0,1
27,48,1,0
26,25,1,0
2,23,1,1
7,2,0,1
25,7,0,0
3,16,0,1
12,9,0,0
31,8,0,1
12,20,0,0
24,35,0,1
32,39,0,0
15,28,1,1
43,21,0,0
41,17,0,0
13,29,0,1
33,21,1,0
16,23,1,1
41,2,0,1
7,4,0,1
41,37,0,0
16,37,1,0
8,39,1,0
12,38,0,1
11,50,1,1
44,47,1,0
16,24,1,0
9,22,0,1
49,3,0,0
23,40,1,0
42,21,0,0
41,20,0,0
46,1,1,0
50,8,1,1
12,41,0,0
36,4,1,1
41,22,0,1
16,23,1,1
50,13,1,0
31,6,0,1
28,13,1,0
29,10,1,0
34,4,0,1
35,43,1,0
5,45,0,1
4,37,1,0
20,4,0,1
24,2,0,1
23,49,1,0
26,2,1,1
20,2,0,1
1,15,0,1
17,48,0,0
48,49,0,0
1,47,0,0
46,2,1,1
34,15,0,1
33,44,1,1
47,13,0,0
4,47,1,0
45,28,1,1
32,8,0,1
30,24,0,0
8,38,1,1
47,40,0,0
21,25,0,0
32,47,0,0
23,43,1,0
38,35,1,1
49,16,0,1
31,1,0,0
13,24,0,0
9,21,0,0
15,13,1,0
2,19,1,1
10,43,0,0
50,16,1,1
21,22,0,1
46,6,1,1
16,22,1,1
44,14,1,0
17,39,0,0
30,8,0,1
4,9,1,0
37,5,0,0
7,1,0,0
30,43,0,0
20,36,0,1
1,43,0,0
30,1,0,0
34,8,0,1
17,25,0,0
20,30,0,0
16,41,1,0
11,18,1,1
12,16,0,1
20,50,0,1
40,22,0,1
7,39,0,0
17,45,0,1
8,15,1,1
42,2,0,1
3,25,1,1
