"V1","V2","V3","V4"
21,13,0,0
8,17,1,1
2,4,1,1
41,30,0,0
30,35,0,1
13,3,0,0
21,48,0,1
42,50,1,0
50,16,0,1
2,19,1,1
24,15,0,0
42,45,1,0
6,44,1,1
32,1,0,1
13,48,0,1
42,2,1,1
7,3,1,0
50,31,0,1
46,23,1,1
14,45,0,0
31,48,1,1
38,6,1,1
40,18,0,1
27,5,1,1
42,46,1,1
28,38,0,1
7,10,1,0
2,49,1,1
23,38,1,1
13,45,0,0
43,7,1,1
25,42,0,1
27,5,1,1
50,50,0,0
28,3,0,0
5,11,1,0
26,26,1,1
49,13,1,0
19,46,1,1
19,45,1,0
11,34,0,0
14,23,0,1
28,45,0,0
12,19,0,1
14,14,0,0
24,16,0,1
40,24,0,0
43,31,1,1
10,42,0,1
34,22,0,1
27,44,1,1
35,18,1,1
42,34,1,0
50,21,0,0
38,40,1,0
47,2,0,1
2,50,1,0
1,34,1,0
31,17,1,1
37,42,1,1
9,46,1,1
9,16,1,1
26,39,1,1
24,25,0,0
50,2,0,1
40,18,0,1
39,49,1,1
16,49,1,1
32,43,0,1
5,27,1,1
38,2,1,1
1,42,1,1
18,15,1,0
12,21,0,0
32,15,0,0
35,2,1,1
7,15,1,0
23,37,1,1
21,17,0,1
17,35,1,1
49,9,1,1
2,14,1,0
19,22,1,1
11,22,0,1
3,37,0,1
37,25,1,0
11,2,0,1
25,44,0,1
40,41,0,0
25,7,0,1
7,35,1,1
15,1,0,1
8,29,1,0
42,40,1,0
1,37,1,1
38,13,1,0
18,33,1,0
17,2,1,1
42,15,1,0
8,3,1,0
29,49,0,1
26,30,1,0
2,22,1,1
40,24,0,0
4,32,1,0
33,22,0,1
20,2,0,1
50,42,0,1
22,49,1,1
41,30,0,0
42,11,1,0
25,30,0,0
17,37,1,1
24,34,0,0
28,26,0,1
20,36,0,1
14,10,0,0
5,23,1,1
18,20,1,0
27,34,1,0
30,43,0,1
50,7,0,1
37,32,1,0
24,32,0,0
4,46,1,1
39,36,1,1
17,32,1,0
31,39,1,1
12,3,0,0
14,32,0,0
50,10,0,0
9,10,1,0
6,28,1,0
11,48,0,1
20,49,0,1
3,44,0,1
34,13,0,0
8,37,1,1
24,39,0,1
26,21,1,0
38,27,1,1
49,3,1,0
48,47,1,0
35,26,1,1
43,46,1,1
21,5,0,1
7,5,1,1
1,5,1,1
46,13,1,0
35,41,1,0
38,45,1,0
41,35,0,1
30,5,0,1
46,37,1,1
19,49,1,1
17,42,1,1
37,21,1,0
30,35,0,1
25,48,0,1
35,12,1,0
48,18,1,1
9,40,1,0
45,10,0,0
21,21,0,0
6,43,1,1
38,47,1,0
16,23,1,1
13,22,0,1
37,49,1,1
11,37,0,1
16,36,1,1
46,12,1,0
15,40,0,0
40,3,0,0
40,20,0,0
30,19,0,1
28,7,0,1
11,8,0,1
23,3,1,0
27,42,1,1
38,7,1,1
17,17,1,1
21,19,0,1
32,29,0,0
48,25,1,0
14,38,0,1
17,34,1,0
40,28,0,0
38,18,1,1
27,26,1,1
40,17,0,1
22,13,1,0
28,30,0,0
8,47,1,0
49,29,1,0
45,21,0,0
41,26,0,1
3,15,0,0
3,3,0,0
17,24,1,0
15,20,0,0
9,5,1,1
36,24,1,0
42,46,1,1
13,24,0,0
1,23,1,1
8,1,1,1
40,11,0,0
46,1,1,1
36,50,1,0
31,8,1,1
46,31,1,1
6,8,1,1
48,23,1,1
10,14,0,0
43,18,1,1
32,18,0,1
9,12,1,0
41,9,0,1
23,2,1,1
49,2,1,1
3,14,0,0
42,50,1,0
19,16,1,1
46,16,1,1
29,47,0,0
26,49,1,1
21,33,0,0
49,2,1,1
14,3,0,0
37,4,1,1
24,5,0,1
21,16,0,1
37,8,1,1
22,45,1,0
29,14,0,0
11,7,0,1
15,43,0,1
49,50,1,0
21,28,0,0
3,9,0,1
34,20,0,0
7,16,1,1
42,30,1,0
42,40,1,0
14,41,0,0
42,47,1,0
43,18,1,1
13,33,0,0
1,17,1,1
7,5,1,1
35,23,1,1
40,5,0,1
14,23,0,1
8,30,1,0
19,29,1,0
30,21,0,0
23,35,1,1
12,16,0,1
21,5,0,1
35,15,1,0
18,37,1,1
11,50,0,0
21,43,0,1
30,9,0,1
17,17,1,1
23,24,1,0
20,18,0,1
44,13,1,0
32,34,0,0
27,30,1,0
20,30,0,0
1,21,1,0
1,20,1,0
7,48,1,1
8,15,1,0
29,16,0,1
22,10,1,0
11,5,0,1
25,28,0,0
12,38,0,1
21,23,0,1
18,44,1,1
28,27,0,1
42,24,1,0
36,4,1,1
37,35,1,1
46,41,1,0
26,48,1,1
17,26,1,1
37,33,1,0
21,10,0,0
27,45,1,0
33,16,0,1
38,32,1,0
17,34,1,0
13,6,0,1
17,24,1,0
40,6,0,1
6,50,1,0
4,27,1,1
21,2,0,1
44,7,1,1
3,21,0,0
22,39,1,1
25,43,0,1
38,13,1,0
41,5,0,1
47,20,0,0
36,3,1,0
15,40,0,0
20,43,0,1
48,23,1,1
2,11,1,0
12,11,0,0
15,18,0,1
22,50,1,0
36,4,1,1
38,29,1,0
49,3,1,0
38,22,1,1
10,11,0,0
10,4,0,1
18,47,1,0
30,19,0,1
39,49,1,1
18,35,1,1
45,12,0,0
11,32,0,0
21,1,0,1
10,14,0,0
20,1,0,1
19,29,1,0
21,45,0,0
18,14,1,0
39,8,1,1
23,41,1,0
41,41,0,0
18,23,1,1
5,39,1,1
37,38,1,1
45,41,0,0
19,13,1,0
1,35,1,1
45,16,0,1
19,19,1,1
44,23,1,1
24,19,0,1
14,41,0,0
34,27,0,1
15,45,0,0
26,48,1,1
45,45,0,0
5,46,1,1
20,42,0,1
24,24,0,0
39,22,1,1
10,9,0,1
6,45,1,0
20,24,0,0
40,38,0,1
8,7,1,1
21,18,0,1
5,13,1,0
19,6,1,1
13,27,0,1
46,6,1,1
14,29,0,0
39,21,1,0
36,26,1,1
2,21,1,0
23,28,1,0
1,45,1,0
13,42,0,1
22,13,1,0
9,33,1,0
15,37,0,1
11,4,0,1
29,16,0,1
39,23,1,1
46,43,1,1
50,18,0,1
33,38,0,1
22,35,1,1
32,25,0,0
4,17,1,1
3,18,0,1
24,32,0,0
9,25,1,0
10,49,0,1
9,4,1,1
23,18,1,1
14,4,0,1
3,5,0,1
41,17,0,1
24,23,0,1
42,1,1,1
26,47,1,0
48,16,1,1
32,36,0,1
6,24,1,0
9,6,1,1
43,45,1,0
16,32,1,0
24,13,0,0
19,13,1,0
22,21,1,0
21,11,0,0
18,13,1,0
6,14,1,0
28,40,0,0
10,24,0,0
28,6,0,1
35,28,1,0
12,22,0,1
24,38,0,1
43,5,1,1
44,28,1,0
30,50,0,0
36,20,1,0
27,2,1,1
1,17,1,1
35,1,1,1
46,9,1,1
29,50,0,0
2,3,1,0
24,11,0,0
49,35,1,1
21,43,0,1
6,45,1,0
41,28,0,0
20,45,0,0
38,11,1,0
6,3,1,0
3,47,0,0
38,4,1,1
34,2,0,1
25,7,0,1
35,46,1,1
46,21,1,0
31,44,1,1
13,17,0,1
39,29,1,0
18,38,1,1
27,39,1,1
19,46,1,1
14,24,0,0
22,32,1,0
7,36,1,1
17,50,1,0
45,46,0,1
40,43,0,1
21,2,0,1
29,3,0,0
12,31,0,1
43,33,1,0
47,20,0,0
13,21,0,0
36,3,1,0
21,12,0,0
10,25,0,0
31,48,1,1
47,27,0,1
11,7,0,1
10,29,0,0
48,48,1,1
15,48,0,1
4,1,1,1
20,42,0,1
2,23,1,1
36,45,1,0
28,28,0,0
19,39,1,1
25,47,0,0
40,35,0,1
1,12,1,0
5,43,1,1
6,29,1,0
2,50,1,0
8,2,1,1
35,11,1,0
36,30,1,0
38,31,1,1
23,46,1,1
33,1,0,1
3,27,0,1
32,50,0,0
48,16,1,1
49,8,1,1
44,13,1,0
38,12,1,0
45,41,0,0
40,44,0,1
47,24,0,0
50,5,0,1
23,20,1,0
12,49,0,1
34,24,0,0
8,27,1,1
29,44,0,1
3,17,0,1
31,29,1,0
17,20,1,0
45,3,0,0
3,48,0,1
29,35,0,1
4,50,1,0
2,42,1,1
50,39,0,1
28,19,0,1
43,17,1,1
24,22,0,1
31,24,1,0
15,32,0,0
2,32,1,0
47,8,0,1
43,41,1,0
31,26,1,1
32,21,0,0
33,18,0,1
32,12,0,0
46,17,1,1
39,13,1,0
48,36,1,1
37,10,1,0
24,42,0,1
3,11,0,0
47,9,0,1
43,20,1,0
6,22,1,1
17,41,1,0
19,46,1,1
14,12,0,0
42,2,1,1
34,42,0,1
25,10,0,0
21,29,0,0
48,7,1,1
38,36,1,1
13,4,0,1
39,19,1,1
36,35,1,1
21,23,0,1
39,37,1,1
23,30,1,0
24,34,0,0
12,45,0,0
25,37,0,1
11,6,0,1
4,9,1,1
49,27,1,1
40,26,0,1
11,5,0,1
41,40,0,0
25,19,0,1
36,5,1,1
38,50,1,0
31,38,1,1
28,9,0,1
50,30,0,0
44,29,1,0
46,25,1,0
28,9,0,1
18,33,1,0
38,42,1,1
44,26,1,1
22,50,1,0
48,5,1,1
7,18,1,1
10,39,0,1
33,17,0,1
20,15,0,0
41,30,0,0
29,1,0,1
34,48,0,1
14,32,0,0
30,42,0,1
3,22,0,1
50,7,0,1
48,40,1,0
28,3,0,0
5,30,1,0
5,36,1,1
38,35,1,1
34,25,0,0
32,33,0,0
43,44,1,1
36,21,1,0
46,9,1,1
5,19,1,1
33,11,0,0
18,6,1,1
11,26,0,1
16,39,1,1
29,5,0,1
33,19,0,1
10,22,0,1
37,30,1,0
1,5,1,1
25,24,0,0
33,13,0,0
26,37,1,1
49,20,1,0
27,34,1,0
7,16,1,1
28,3,0,0
50,25,0,0
32,48,0,1
27,15,1,0
30,36,0,1
37,38,1,1
30,11,0,0
41,15,0,0
32,17,0,1
31,11,1,0
15,35,0,1
24,20,0,0
36,28,1,0
3,28,0,0
41,21,0,0
39,50,1,0
49,22,1,1
20,28,0,0
7,36,1,1
2,48,1,1
40,33,0,0
23,10,1,0
38,11,1,0
23,4,1,1
10,1,0,1
15,20,0,0
43,49,1,1
23,31,1,1
18,30,1,0
31,33,1,0
18,4,1,1
48,26,1,1
4,30,1,0
31,28,1,0
9,44,1,1
48,48,1,1
21,25,0,0
30,30,0,0
24,28,0,0
27,43,1,1
25,27,0,1
26,4,1,1
25,48,0,1
11,35,0,1
8,6,1,1
10,9,0,1
21,43,0,1
37,15,1,0
21,8,0,1
28,17,0,1
46,48,1,1
21,27,0,1
29,2,0,1
24,15,0,0
7,20,1,0
7,33,1,0
45,3,0,0
25,45,0,0
43,12,1,0
44,1,1,1
4,23,1,1
22,43,1,1
7,16,1,1
49,11,1,0
21,45,0,0
46,29,1,0
27,41,1,0
27,1,1,1
18,30,1,0
19,11,1,0
36,10,1,0
15,17,0,1
18,17,1,1
13,42,0,1
10,50,0,0
22,31,1,1
4,9,1,1
35,49,1,1
26,47,1,0
23,38,1,1
17,23,1,1
21,43,0,1
12,30,0,0
43,2,1,1
12,19,0,1
34,47,0,0
26,47,1,0
30,8,0,1
38,36,1,1
24,14,0,0
22,34,1,0
43,50,1,0
39,2,1,1
21,37,0,1
31,49,1,1
13,42,0,1
43,14,1,0
30,44,0,1
24,2,0,1
43,4,1,1
38,36,1,1
29,4,0,1
3,40,0,0
29,39,0,1
43,10,1,0
14,36,0,1
48,5,1,1
50,25,0,0
41,23,0,1
29,27,0,1
20,9,0,1
23,16,1,1
40,7,0,1
1,2,1,1
20,16,0,1
34,25,0,0
14,9,0,1
28,5,0,1
30,32,0,0
3,33,0,0
36,7,1,1
1,22,1,1
1,9,1,1
47,39,0,1
21,27,0,1
16,17,1,1
27,35,1,1
44,17,1,1
32,2,0,1
7,20,1,0
6,44,1,1
30,16,0,1
50,49,0,1
31,25,1,0
24,4,0,1
43,34,1,0
28,5,0,1
50,43,0,1
20,2,0,1
21,49,0,1
37,20,1,0
29,37,0,1
23,15,1,0
43,38,1,1
48,44,1,1
12,14,0,0
40,15,0,0
23,26,1,1
4,44,1,1
33,41,0,0
41,8,0,1
15,49,0,1
34,28,0,0
14,4,0,1
38,14,1,0
26,38,1,1
2,44,1,1
5,35,1,1
28,20,0,0
3,6,0,1
37,7,1,1
27,49,1,1
32,45,0,0
19,44,1,1
42,14,1,0
30,40,0,0
46,42,1,1
17,32,1,0
26,47,1,0
27,9,1,1
29,22,0,1
26,39,1,1
7,40,1,0
20,48,0,1
30,28,0,0
7,48,1,1
48,31,1,1
14,43,0,1
50,3,0,0
35,12,1,0
4,43,1,1
22,29,1,0
22,7,1,1
20,41,0,0
41,45,0,0
14,44,0,1
5,7,1,1
49,3,1,0
34,46,0,1
40,2,0,1
5,2,1,1
3,27,0,1
41,15,0,0
14,27,0,1
10,33,0,0
3,17,0,1
13,2,0,1
16,25,1,0
34,44,0,1
9,29,1,0
35,5,1,1
14,35,0,1
16,46,1,1
24,36,0,1
47,23,0,1
33,32,0,0
41,45,0,0
25,43,0,1
4,13,1,0
39,26,1,1
15,33,0,0
32,38,0,1
17,40,1,0
48,40,1,0
19,26,1,1
22,25,1,0
23,23,1,1
32,16,0,1
34,45,0,0
9,37,1,1
34,33,0,0
16,8,1,1
27,19,1,1
37,4,1,1
19,43,1,1
25,43,0,1
6,7,1,1
50,22,0,1
48,22,1,1
8,46,1,1
48,2,1,1
14,6,0,1
33,33,0,0
39,47,1,0
11,30,0,0
31,31,1,1
48,40,1,0
15,33,0,0
41,38,0,1
28,29,0,0
20,13,0,0
50,26,0,1
10,40,0,0
14,20,0,0
12,25,0,0
6,5,1,1
9,31,1,1
9,18,1,1
44,46,1,1
50,11,0,0
7,29,1,0
3,36,0,1
34,15,0,0
41,23,0,1
23,16,1,1
37,15,1,0
12,40,0,0
33,14,0,0
27,40,1,0
32,47,0,0
18,23,1,1
2,21,1,0
44,29,1,0
31,33,1,0
9,4,1,1
42,2,1,1
30,36,0,1
24,6,0,1
44,33,1,0
38,26,1,1
24,19,0,1
11,36,0,1
14,29,0,0
25,9,0,1
11,1,0,1
46,48,1,1
45,5,0,1
33,1,0,1
12,26,0,1
2,29,1,0
46,34,1,0
20,5,0,1
43,17,1,1
39,39,1,1
16,15,1,0
50,24,0,0
5,17,1,1
43,23,1,1
7,39,1,1
15,16,0,1
39,25,1,0
6,20,1,0
1,24,1,0
45,4,0,1
48,38,1,1
42,44,1,1
41,8,0,1
35,14,1,0
6,14,1,0
16,40,1,0
25,40,0,0
13,39,0,1
49,13,1,0
3,1,0,1
31,43,1,1
3,11,0,0
18,37,1,1
31,9,1,1
49,41,1,0
24,33,0,0
18,36,1,1
9,34,1,0
44,39,1,1
26,43,1,1
12,27,0,1
2,28,1,0
50,41,0,0
15,24,0,0
23,15,1,0
9,25,1,0
22,43,1,1
17,17,1,1
14,36,0,1
46,8,1,1
15,12,0,0
18,32,1,0
10,1,0,1
50,35,0,1
1,6,1,1
25,32,0,0
14,17,0,1
30,37,0,1
6,34,1,0
3,1,0,1
23,20,1,0
20,8,0,1
43,26,1,1
19,4,1,1
16,11,1,0
9,18,1,1
4,49,1,1
35,29,1,0
39,11,1,0
5,47,1,0
50,35,0,1
36,40,1,0
18,36,1,1
21,6,0,1
27,44,1,1
5,32,1,0
49,14,1,0
15,6,0,1
45,29,0,0
4,42,1,1
3,42,0,1
18,33,1,0
6,2,1,1
30,44,0,1
35,15,1,0
6,48,1,1
8,17,1,1
47,50,0,0
49,37,1,1
24,4,0,1
39,5,1,1
19,30,1,0
20,28,0,0
45,8,0,1
6,41,1,0
9,17,1,1
3,40,0,0
27,36,1,1
37,13,1,0
44,36,1,1
25,37,0,1
6,50,1,0
16,1,1,1
17,48,1,1
50,39,0,1
25,40,0,0
41,46,0,1
31,37,1,1
25,29,0,0
36,25,1,0
36,2,1,1
48,40,1,0
4,17,1,1
42,44,1,1
4,34,1,0
9,4,1,1
14,10,0,0
15,20,0,0
14,10,0,0
46,21,1,0
26,29,1,0
39,6,1,1
4,8,1,1
33,47,0,0
17,1,1,1
17,13,1,0
9,47,1,0
16,9,1,1
46,34,1,0
45,27,0,1
19,33,1,0
19,20,1,0
33,41,0,0
40,2,0,1
14,48,0,1
14,3,0,0
22,4,1,1
35,29,1,0
12,17,0,1
41,25,0,0
24,35,0,1
3,31,0,1
23,6,1,1
33,31,0,1
39,40,1,0
31,3,1,0
44,50,1,0
40,12,0,0
26,39,1,1
43,4,1,1
1,43,1,1
7,39,1,1
7,50,1,0
5,45,1,0
14,50,0,0
44,45,1,0
23,36,1,1
42,15,1,0
40,43,0,1
26,25,1,0
17,30,1,0
4,8,1,1
34,43,0,1
18,15,1,0
18,22,1,1
5,10,1,0
36,44,1,1
39,19,1,1
16,48,1,1
29,8,0,1
32,25,0,0
26,7,1,1
15,23,0,1
41,44,0,1
7,21,1,0
17,23,1,1
41,24,0,0
24,30,0,0
26,12,1,0
35,47,1,0
21,15,0,0
12,36,0,1
2,1,1,1
12,11,0,0
38,35,1,1
36,33,1,0
13,44,0,1
3,43,0,1
8,21,1,0
28,23,0,1
2,29,1,0
45,5,0,1
25,5,0,1
23,16,1,1
22,46,1,1
24,18,0,1
19,44,1,1
27,36,1,1
47,4,0,1
9,29,1,0
32,19,0,1
19,37,1,1
20,19,0,1
6,15,1,0
33,18,0,1
42,33,1,0
4,11,1,0
10,18,0,1
48,20,1,0
7,18,1,1
40,1,0,1
9,49,1,1
50,32,0,0
3,8,0,1
13,44,0,1
36,47,1,0
5,50,1,0
4,38,1,1
13,34,0,0
10,8,0,1
38,4,1,1
33,44,0,1
50,36,0,1
45,16,0,1
39,36,1,1
21,34,0,0
8,47,1,0
37,46,1,1
20,25,0,0
44,37,1,1
40,43,0,1
9,40,1,0
39,14,1,0
25,31,0,1
2,41,1,0
40,48,0,1
45,26,0,1
41,38,0,1
34,16,0,1
12,44,0,1
8,32,1,0
40,13,0,0
17,19,1,1
6,39,1,1
3,9,0,1
45,1,0,1
50,27,0,1
6,4,1,1
1,18,1,1
5,47,1,0
31,17,1,1
39,9,1,1
17,30,1,0
31,20,1,0
36,39,1,1
21,22,0,1
45,28,0,0
17,12,1,0
6,43,1,1
48,10,1,0
30,49,0,1
1,29,1,0
23,33,1,0
43,28,1,0
35,9,1,1
11,45,0,0
22,27,1,1
23,5,1,1
26,50,1,0
17,46,1,1
44,36,1,1
30,39,0,1
7,37,1,1
39,43,1,1
9,18,1,1
29,30,0,0
2,33,1,0
31,40,1,0
21,41,0,0
48,50,1,0
4,44,1,1
27,50,1,0
39,8,1,1
42,40,1,0
43,13,1,0
6,41,1,0
13,3,0,0
31,17,1,1
20,23,0,1
4,27,1,1
43,2,1,1
9,4,1,1
42,7,1,1
33,2,0,1
49,15,1,0
48,1,1,1
22,35,1,1
22,48,1,1
24,26,0,1
38,30,1,0
31,14,1,0
3,8,0,1
14,26,0,1
2,27,1,1
15,25,0,0
12,37,0,1
18,38,1,1
27,19,1,1
3,18,0,1
5,47,1,0
22,44,1,1
15,6,0,1
33,50,0,0
34,17,0,1
34,42,0,1
33,19,0,1
33,18,0,1
19,41,1,0
12,8,0,1
11,25,0,0
35,26,1,1
19,45,1,0
47,27,0,1
48,48,1,1
1,26,1,1
11,49,0,1
9,19,1,1
1,8,1,1
26,18,1,1
3,35,0,1
49,27,1,1
22,38,1,1
2,37,1,1
45,47,0,0
8,28,1,0
47,17,0,1
10,8,0,1
46,39,1,1
44,38,1,1
45,38,0,1
9,48,1,1
40,7,0,1
32,3,0,0
38,15,1,0
47,9,0,1
40,17,0,1
35,3,1,0
47,37,0,1
40,40,0,0
25,20,0,0
46,37,1,1
10,38,0,1
17,48,1,1
29,5,0,1
17,46,1,1
35,32,1,0
21,5,0,1
33,45,0,0
15,3,0,0
40,26,0,1
38,16,1,1
37,29,1,0
19,8,1,1
8,18,1,1
41,35,0,1
12,14,0,0
10,17,0,1
28,7,0,1
36,33,1,0
22,24,1,0
43,13,1,0
24,50,0,0
21,19,0,1
15,44,0,1
20,44,0,1
25,27,0,1
45,44,0,1
37,41,1,0
14,49,0,1
12,47,0,0
41,14,0,0
18,31,1,1
42,19,1,1
1,8,1,1
47,6,0,1
26,38,1,1
47,33,0,0
39,41,1,0
49,22,1,1
27,18,1,1
36,32,1,0
31,13,1,0
34,50,0,0
10,17,0,1
16,49,1,1
21,18,0,1
13,23,0,1
40,1,0,1
39,19,1,1
17,40,1,0
4,29,1,0
33,2,0,1
28,17,0,1
35,3,1,0
14,32,0,0
37,35,1,1
50,31,0,1
29,38,0,1
2,7,1,1
12,22,0,1
25,40,0,0
16,22,1,1
50,47,0,0
19,8,1,1
50,24,0,0
39,18,1,1
13,20,0,0
6,46,1,1
14,8,0,1
24,26,0,1
46,44,1,1
28,1,0,1
43,47,1,0
7,48,1,1
38,14,1,0
19,8,1,1
49,4,1,1
38,35,1,1
38,4,1,1
30,35,0,1
43,38,1,1
1,11,1,0
47,31,0,1
30,1,0,1
41,14,0,0
42,10,1,0
41,37,0,1
43,19,1,1
15,25,0,0
14,16,0,1
12,37,0,1
47,39,0,1
4,8,1,1
10,31,0,1
10,43,0,1
20,35,0,1
2,39,1,1
26,4,1,1
49,28,1,0
34,46,0,1
6,35,1,1
43,29,1,0
11,27,0,1
41,9,0,1
27,48,1,1
35,20,1,0
13,42,0,1
3,39,0,1
3,32,0,0
37,36,1,1
28,36,0,1
1,48,1,1
35,9,1,1
50,29,0,0
18,49,1,1
41,26,0,1
12,23,0,1
4,33,1,0
38,4,1,1
36,42,1,1
14,48,0,1
13,31,0,1
26,15,1,0
1,35,1,1
21,40,0,0
41,44,0,1
15,33,0,0
10,15,0,0
30,29,0,0
5,9,1,1
19,7,1,1
20,38,0,1
12,7,0,1
39,20,1,0
29,1,0,1
11,49,0,1
13,11,0,0
33,25,0,0
24,35,0,1
21,42,0,1
30,8,0,1
42,29,1,0
6,12,1,0
48,17,1,1
43,36,1,1
12,25,0,0
13,10,0,0
45,20,0,1
