"V1","V2","V3","V4"
21,7,0,0
11,34,0,0
6,36,1,1
5,50,0,0
10,33,0,0
39,47,0,0
43,42,0,0
16,13,1,0
24,45,0,0
44,13,1,0
11,33,0,0
43,31,0,0
48,8,0,1
33,29,0,0
4,44,1,1
21,12,0,0
21,13,0,0
37,36,0,1
31,25,0,0
26,10,1,0
19,39,1,0
35,13,1,0
42,50,0,0
1,10,0,0
12,40,0,0
5,5,0,0
36,23,1,1
6,8,1,1
34,7,0,0
44,33,1,0
37,24,0,0
34,46,0,1
24,12,0,0
39,19,0,1
21,18,0,1
9,4,0,1
44,6,1,1
28,20,0,0
25,6,0,1
10,4,0,1
12,48,0,0
1,40,0,0
46,27,1,1
5,14,0,0
35,42,1,0
12,22,0,1
22,24,1,0
15,17,0,0
20,26,0,1
5,27,0,1
50,9,0,0
15,29,0,0
9,29,0,0
27,10,1,0
14,29,0,0
4,32,1,0
15,44,0,1
47,32,0,0
25,22,0,1
6,27,1,1
24,11,0,0
30,24,0,0
25,33,0,0
45,23,0,1
9,12,0,0
17,43,0,0
42,22,0,1
27,19,1,1
17,28,0,0
10,44,0,1
32,12,0,0
46,24,1,0
23,23,1,1
12,18,0,1
7,43,0,0
13,47,0,0
40,37,0,0
32,1,0,0
40,43,0,0
16,46,1,1
33,39,0,0
34,45,0,0
40,30,0,0
15,26,0,1
36,48,1,0
44,36,1,1
11,26,0,1
36,38,1,1
34,33,0,0
44,39,1,0
25,19,0,1
18,48,1,0
12,37,0,0
49,37,0,0
21,12,0,0
35,47,1,0
35,7,1,0
30,1,0,0
14,46,0,1
42,6,0,1
8,3,1,0
9,34,0,0
44,9,1,0
13,14,0,0
35,5,1,0
45,16,0,1
43,6,0,1
20,24,0,0
29,13,0,0
26,39,1,0
35,9,1,0
39,40,0,0
38,5,1,0
3,25,0,0
21,11,0,0
12,37,0,0
18,32,1,0
49,21,0,0
14,38,0,1
38,25,1,0
40,39,0,0
46,15,1,0
33,13,0,0
33,36,0,1
17,11,0,0
17,37,0,0
36,43,1,0
14,33,0,0
8,15,1,0
31,29,0,0
9,41,0,0
46,41,1,0
13,26,0,1
22,47,1,0
32,28,0,0
36,39,1,0
50,43,0,0
33,27,0,1
12,49,0,0
1,12,0,0
23,35,1,1
1,14,0,0
1,32,0,0
49,44,0,1
15,29,0,0
39,31,0,0
12,2,0,1
48,3,0,0
4,29,1,0
43,49,0,0
5,29,0,0
40,37,0,0
37,18,0,1
10,25,0,0
5,3,0,0
28,12,0,0
34,50,0,0
36,32,1,0
12,19,0,1
28,17,0,0
43,34,0,0
35,41,1,0
40,48,0,0
26,5,1,0
34,7,0,0
27,7,1,0
30,24,0,0
43,27,0,1
15,3,0,0
31,27,0,1
17,48,0,0
4,50,1,0
10,14,0,0
12,43,0,0
8,35,1,1
18,26,1,1
45,36,0,1
35,26,1,1
27,43,1,0
29,16,0,1
27,29,1,0
17,4,0,1
29,34,0,0
10,36,0,1
20,6,0,1
31,25,0,0
39,5,0,0
4,26,1,1
17,25,0,0
28,41,0,0
23,43,1,0
13,34,0,0
35,40,1,0
6,38,1,1
43,44,0,1
46,5,1,0
49,15,0,0
15,15,0,0
22,6,1,1
44,7,1,0
11,31,0,0
31,45,0,0
33,29,0,0
31,29,0,0
46,12,1,0
39,36,0,1
12,49,0,0
30,5,0,0
1,46,0,1
5,24,0,0
46,26,1,1
41,37,0,0
4,46,1,1
29,9,0,0
32,16,0,1
16,22,1,1
19,18,1,1
19,20,1,0
44,24,1,0
19,27,1,1
49,18,0,1
26,37,1,0
11,48,0,0
5,10,0,0
14,36,0,1
9,37,0,0
12,4,0,1
16,32,1,0
41,41,0,0
18,15,1,0
44,11,1,0
40,35,0,1
30,25,0,0
16,33,1,0
45,21,0,0
16,23,1,1
13,10,0,0
2,44,1,1
28,37,0,0
9,40,0,0
2,44,1,1
16,13,1,0
48,49,0,0
20,5,0,0
15,47,0,0
2,48,1,0
17,39,0,0
2,37,1,0
48,35,0,1
12,44,0,1
40,33,0,0
26,3,1,0
39,3,0,0
24,46,0,1
31,21,0,0
4,9,1,0
42,23,0,1
12,31,0,0
47,26,0,1
7,46,0,1
23,7,1,0
33,3,0,0
8,37,1,0
34,33,0,0
31,19,0,1
36,6,1,1
12,48,0,0
2,46,1,1
34,46,0,1
24,19,0,1
24,13,0,0
2,4,1,1
13,45,0,0
12,41,0,0
1,20,0,0
49,49,0,0
17,46,0,1
39,18,0,1
6,38,1,1
45,42,0,0
2,29,1,0
5,28,0,0
38,25,1,0
14,30,0,0
28,33,0,0
5,22,0,1
44,25,1,0
44,4,1,1
34,26,0,1
12,17,0,0
39,37,0,0
11,6,0,1
10,43,0,0
10,16,0,1
3,16,0,1
45,23,0,1
5,27,0,1
36,32,1,0
45,9,0,0
35,34,1,0
14,41,0,0
26,30,1,0
20,12,0,0
38,28,1,0
1,45,0,0
1,14,0,0
37,47,0,0
25,2,0,1
7,3,0,0
32,19,0,1
8,42,1,0
18,21,1,0
6,13,1,0
10,42,0,0
45,39,0,0
16,7,1,0
20,22,0,1
45,17,0,0
36,37,1,0
43,30,0,0
30,14,0,0
9,25,0,0
23,50,1,0
26,35,1,1
2,31,1,0
41,34,0,0
50,32,0,0
9,6,0,1
50,47,0,0
14,15,0,0
46,1,1,0
19,14,1,0
34,42,0,0
9,28,0,0
47,29,0,0
50,44,0,1
16,29,1,0
39,13,0,0
21,16,0,1
36,12,1,0
47,13,0,0
45,50,0,0
33,40,0,0
3,23,0,1
34,7,0,0
7,38,0,1
40,26,0,1
11,9,0,0
29,6,0,1
46,2,1,1
15,16,0,1
11,38,0,1
46,25,1,0
30,18,0,1
20,32,0,0
1,14,0,0
34,15,0,0
6,14,1,0
44,7,1,0
3,23,0,1
8,42,1,0
34,9,0,0
47,17,0,0
44,37,1,0
3,14,0,0
12,5,0,1
